version;tags_number;is_featured;is_best_time_to_launch;is_best_day_to_launch;is_weekend;positive_description_sentiment;negative_description_sentiment;text_description_length;sentence_length_in_the_description;bullet_points_explicit_features;emoji_in_description;tagline_length;emoji_in_tagline;are_there_video;are_there_tweetable_images;are_there_gif_images;number_of_gif;offers;promo_discount_codes;are_there_questions;hunter_has_twitter;hunter_has_website;hunter_followers;hunter_apps_made;hunter_follows_up_on_comments;maker_has_twitter;maker_has_website;maker_followers;maker_started_comment_thread;maker_comment_ratio;thread_length;hunter_is_maker;maker_positive_comment;maker_negative_comment;others_positive_comment;others_negative_comment;topic
-0.252493183220168;-0.5543928376231648;Yes;No;No;No;True;False;Short;Medium;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;No;Low;Low;No;Yes;No;Low;No;-0.4647961339469506;-0.06352061061071207;Yes;False;False;False;False;creativity
-0.252493183220168;-0.5543928376231648;Yes;Yes;No;No;True;True;Long;Short;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;No;Low;Low;Yes;Yes;No;Low;No;-0.4647961339469506;2.2238680744241286;Yes;True;True;False;False;creativity
-0.252493183220168;-0.004045527302330114;Yes;No;No;No;False;False;Medium;Medium;No;Yes;Medium;Yes;No;No;Yes;4.01117014134981;No;No;No;No;No;Low;Low;Yes;No;Yes;Low;No;-0.4647961339469506;1.0801737319067084;No;True;True;True;True;creativity
-0.252493183220168;-1.1047401479439996;Yes;No;No;No;True;False;Medium;Medium;No;No;Short;No;No;No;No;-0.46933160820151737;No;No;Yes;Yes;No;Low;Low;Yes;Yes;No;Low;No;-0.4647961339469506;1.3343280302439129;Yes;True;True;False;False;creativity
-0.252493183220168;1.0966490933393394;Yes;No;No;No;False;False;Medium;Short;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;Yes;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.3176749089479166;Yes;True;False;False;False;creativity
-0.252493183220168;-0.5543928376231648;Yes;No;No;No;True;False;Short;Short;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;Yes;No;Yes;Low;Low;Yes;No;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;community
-0.252493183220168;-0.004045527302330114;Yes;Yes;No;No;True;False;Long;Short;No;Yes;Short;No;Yes;No;Yes;0.6507938291863145;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;0.44478798606369696;No;True;True;True;False;creativity
-0.252493183220168;-1.1047401479439996;Yes;No;No;No;False;True;Short;Short;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.44475205811651886;Yes;False;False;False;False;community
-0.252493183220168;-0.5543928376231648;Yes;No;No;No;True;True;Long;Short;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;Yes;Yes;No;Low;Low;Yes;No;No;Low;No;-0.4647961339469506;0.3177108368950947;No;False;False;True;True;web development
-0.252493183220168;-0.004045527302330114;Yes;Yes;No;No;True;True;Long;Medium;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;No;No;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;0.19063368772649245;No;True;False;True;False;community
-0.252493183220168;1.0966490933393394;Yes;Yes;No;No;True;False;Long;Short;No;No;Medium;Yes;No;No;No;-0.46933160820151737;No;No;Yes;Yes;No;Low;Low;Yes;Yes;No;Low;No;-0.4647961339469506;1.0801737319067084;Yes;True;True;False;False;web development
-0.252493183220168;-0.5543928376231648;Yes;Yes;No;No;False;True;Long;Short;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;No;No;Yes;Low;Low;Yes;No;Yes;Low;No;-0.4647961339469506;0.19063368772649245;Yes;True;True;False;False;web development
-0.252493183220168;1.0966490933393394;Yes;No;No;No;False;False;Long;Medium;No;No;Long;No;No;No;Yes;2.891044703961978;No;No;Yes;No;Yes;Low;Low;Yes;No;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;web development
-0.252493183220168;-0.5543928376231648;Yes;Yes;No;No;True;False;Medium;Short;No;No;Medium;No;Yes;No;Yes;0.6507938291863145;No;No;No;Yes;Yes;Low;Medium;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.19059775977931434;No;False;False;True;False;community
-0.252493183220168;-0.004045527302330114;Yes;Yes;No;No;False;True;Medium;Short;No;No;Long;No;No;Yes;Yes;0.6507938291863145;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.06352061061071207;No;True;False;True;False;web development
-0.252493183220168;-0.5543928376231648;Yes;No;No;No;True;True;Long;Medium;No;No;Short;No;No;No;No;-0.46933160820151737;No;No;Yes;Yes;No;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.3176749089479166;No;True;True;True;False;community
-0.252493183220168;1.0966490933393394;Yes;No;No;No;True;False;Long;Medium;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;No;No;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;0.3177108368950947;No;False;False;True;True;web development
-0.252493183220168;3.298038334622678;Yes;Yes;No;No;False;False;Long;Medium;No;No;Medium;No;Yes;No;Yes;1.7709192665741462;No;No;No;Yes;Yes;Low;Medium;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.3176749089479166;No;True;True;True;False;web development
1.1330326542369504;-0.004045527302330114;Yes;No;No;No;True;True;Medium;Short;No;No;Medium;No;Yes;No;Yes;0.6507938291863145;No;No;No;No;No;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;0.19063368772649245;No;False;False;True;False;creativity
-0.252493183220168;-1.1047401479439996;Yes;No;No;No;True;False;Medium;Short;No;No;Short;No;No;No;No;-0.46933160820151737;No;No;Yes;Yes;No;Low;Low;No;Yes;No;Low;No;-0.4647961339469506;-0.5718292072851211;No;False;False;False;False;community
-0.252493183220168;-0.5543928376231648;No;Yes;No;No;True;True;Medium;Medium;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;No;No;No;Low;Low;No;No;No;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;web development
-0.252493183220168;1.646996403660174;Yes;No;No;No;False;True;Long;Short;No;No;Long;No;Yes;No;Yes;0.6507938291863145;No;No;No;No;No;Low;Low;Yes;No;No;Low;No;-0.4647961339469506;0.19063368772649245;Yes;True;False;False;False;creativity
-0.252493183220168;-0.004045527302330114;Yes;No;No;No;False;False;Short;Short;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.44475205811651886;No;False;False;False;False;creativity
-0.252493183220168;1.0966490933393394;Yes;No;No;No;False;False;Short;Short;No;No;Medium;Yes;No;No;No;-0.46933160820151737;No;No;Yes;Yes;No;Low;Low;Yes;Yes;No;Low;No;-0.4647961339469506;0.3177108368950947;No;False;False;True;True;creativity
-0.252493183220168;-0.5543928376231648;Yes;No;No;No;False;False;Long;Short;No;No;Long;No;Yes;No;No;-0.46933160820151737;No;No;Yes;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.06352061061071207;Yes;True;False;False;False;creativity
-0.252493183220168;-0.004045527302330114;Yes;No;No;No;True;True;Long;Medium;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;Yes;No;Yes;Low;Low;Yes;No;No;Low;No;-0.4647961339469506;-0.19059775977931434;No;False;False;True;True;web development
-0.252493183220168;-0.004045527302330114;Yes;No;No;Yes;True;False;Medium;Long;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;Yes;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;0.6989422844009014;Yes;True;True;False;False;web development
-0.252493183220168;-0.004045527302330114;No;No;No;No;True;False;Long;Medium;No;No;Short;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;web development
-0.252493183220168;-1.1047401479439996;Yes;Yes;No;No;True;False;Short;Short;No;No;Short;Yes;No;No;Yes;0.6507938291863145;No;No;No;Yes;Yes;Low;Medium;Yes;Yes;No;Low;No;-0.4647961339469506;0.5718651352322992;No;True;True;True;True;community
-0.252493183220168;-0.5543928376231648;No;Yes;No;No;False;True;Short;Medium;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;No;Low;Low;No;Yes;No;Low;No;-0.4647961339469506;-0.5718292072851211;No;False;False;False;False;web development
1.1330326542369504;-0.004045527302330114;Yes;No;No;Yes;True;True;Long;Short;No;No;Long;No;No;No;Yes;1.7709192665741462;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.44475205811651886;Yes;False;False;False;False;creativity
-0.252493183220168;-1.1047401479439996;Yes;No;No;Yes;True;False;Short;Short;No;No;Long;No;Yes;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Medium;Yes;Yes;Yes;Low;No;-0.4647961339469506;0.19063368772649245;Yes;True;True;False;False;community
-0.252493183220168;-1.1047401479439996;No;Yes;No;No;False;False;Short;Short;No;No;Short;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;web development
-0.252493183220168;1.0966490933393394;Yes;Yes;No;No;False;False;Long;Short;No;No;Long;No;No;No;Yes;1.7709192665741462;No;No;Yes;No;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;0.3177108368950947;No;True;True;True;True;community
-0.252493183220168;-0.5543928376231648;No;Yes;No;No;True;False;Long;Short;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Medium;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;creativity
-0.252493183220168;-0.004045527302330114;No;Yes;No;No;True;True;Long;Medium;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;community
-0.252493183220168;1.0966490933393394;Yes;Yes;No;No;False;False;Short;Medium;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;Yes;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;Yes;2.634197561255301;-0.44475205811651886;Yes;True;False;False;False;community
-0.252493183220168;0.5463017830185046;No;Yes;No;No;True;True;Long;Medium;No;No;Long;No;Yes;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;Yes;2.634197561255301;-0.44475205811651886;Yes;True;False;False;False;web development
-0.252493183220168;-0.004045527302330114;No;Yes;No;No;True;True;Long;Short;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;creativity
-0.252493183220168;-0.004045527302330114;Yes;No;No;Yes;True;False;Medium;Short;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;No;No;No;Low;Low;No;No;No;Low;No;-0.4647961339469506;0.06355653855789019;Yes;False;False;False;False;web development
-0.252493183220168;-0.004045527302330114;No;Yes;No;No;False;True;Long;Short;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;Yes;2.634197561255301;-0.44475205811651886;Yes;False;False;False;False;community
-0.252493183220168;1.0966490933393394;Yes;No;No;Yes;True;True;Long;Short;No;Yes;Medium;No;No;No;No;-0.46933160820151737;No;No;No;Yes;No;Low;Low;Yes;Yes;No;Low;No;-0.4647961339469506;-0.3176749089479166;Yes;True;False;False;False;community
-0.252493183220168;1.0966490933393394;Yes;No;No;Yes;False;False;Short;Short;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;No;False;False;False;False;community
-0.252493183220168;1.646996403660174;Yes;No;No;Yes;True;False;Long;Medium;No;No;Medium;No;Yes;No;Yes;1.7709192665741462;No;No;No;No;No;Low;Low;Yes;No;No;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;web development
1.1330326542369504;0.5463017830185046;Yes;No;No;Yes;False;True;Medium;Medium;No;No;Long;Yes;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;Yes;Yes;No;Low;No;-0.4647961339469506;-0.3176749089479166;No;False;False;True;False;community
-0.252493183220168;-1.6550874582648343;No;Yes;No;No;False;False;Short;Medium;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;No;No;Low;Low;No;No;No;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;community
-0.252493183220168;-0.5543928376231648;Yes;Yes;No;No;False;False;Short;Medium;No;No;Long;No;No;No;Yes;0.6507938291863145;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;No;False;False;False;False;community
-0.252493183220168;-0.5543928376231648;No;Yes;No;No;True;False;Short;Medium;No;No;Short;No;No;No;No;-0.46933160820151737;No;No;Yes;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.3176749089479166;Yes;False;False;False;False;web development
-0.252493183220168;-0.5543928376231648;No;No;No;No;True;False;Long;Medium;No;No;Short;No;No;No;No;-0.46933160820151737;No;No;No;No;Yes;Low;Low;Yes;No;Yes;Low;Yes;2.634197561255301;-0.44475205811651886;Yes;True;True;False;False;web development
-0.252493183220168;-1.1047401479439996;No;No;No;No;False;False;Medium;Short;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;community
-0.252493183220168;0.5463017830185046;Yes;No;No;Yes;True;False;Long;Short;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;Yes;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.44475205811651886;Yes;False;False;False;False;creativity
-0.252493183220168;-0.5543928376231648;No;No;No;No;False;True;Short;Medium;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;community
10.83171351643678;0.5463017830185046;Yes;No;No;No;True;True;Long;Short;No;No;Medium;Yes;Yes;Yes;No;-0.46933160820151737;No;No;No;Yes;No;Low;Low;Yes;Yes;No;Low;Yes;1.6013029626443904;-0.19059775977931434;Yes;True;True;False;False;web development
-0.252493183220168;0.5463017830185046;Yes;No;No;No;True;True;Medium;Short;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;No;Yes;Low;Low;No;No;Yes;Low;No;-0.4647961339469506;-0.3176749089479166;Yes;False;False;False;False;community
-0.252493183220168;-0.5543928376231648;No;No;No;No;False;False;Short;Short;Yes;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;No;False;False;False;False;creativity
-0.252493183220168;0.5463017830185046;No;No;No;No;True;False;Long;Short;No;No;Medium;No;No;No;Yes;0.6507938291863145;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;Yes;2.634197561255301;-0.44475205811651886;Yes;True;False;False;False;web development
2.518558491694069;-0.004045527302330114;Yes;Yes;No;Yes;False;False;Medium;Medium;No;No;Medium;Yes;No;No;No;-0.46933160820151737;No;No;Yes;Yes;Yes;Low;Medium;Yes;Yes;Yes;Low;No;-0.4647961339469506;1.2072508810753106;No;True;True;True;True;web development
-0.252493183220168;1.0966490933393394;Yes;Yes;No;Yes;True;True;Medium;Short;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;Yes;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;0.19063368772649245;Yes;True;False;False;False;creativity
1.1330326542369504;-0.5543928376231648;No;Yes;No;Yes;True;True;Medium;Short;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;No;Low;Low;No;Yes;No;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;community
-0.252493183220168;-0.5543928376231648;No;Yes;No;Yes;True;False;Long;Short;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;No;Yes;Low;Low;No;No;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;web development
-0.252493183220168;1.0966490933393394;Yes;No;No;Yes;False;False;Long;Short;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;Yes;No;Yes;Low;Low;Yes;No;Yes;Low;No;-0.4647961339469506;0.5718651352322992;Yes;True;True;False;False;community
-0.252493183220168;0.5463017830185046;Yes;No;No;Yes;False;False;Short;Medium;No;No;Long;Yes;No;No;No;-0.46933160820151737;No;No;No;No;No;Low;Low;Yes;No;No;Low;No;-0.4647961339469506;1.9697137760869243;Yes;True;True;False;False;creativity
-0.252493183220168;2.197343713981009;Yes;No;No;Yes;True;False;Long;Short;No;No;Long;Yes;No;No;No;-0.46933160820151737;No;No;Yes;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;0.5718651352322992;Yes;True;False;False;False;community
-0.252493183220168;-0.004045527302330114;Yes;No;No;Yes;True;True;Long;Short;No;No;Long;No;No;No;Yes;0.6507938291863145;No;No;Yes;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;0.44478798606369696;No;True;True;True;True;community
-0.252493183220168;0.5463017830185046;No;Yes;No;Yes;False;True;Medium;Medium;No;No;Short;No;No;No;Yes;0.6507938291863145;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;community
-0.252493183220168;-1.1047401479439996;Yes;No;No;Yes;False;False;Medium;Short;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;No;No;Yes;Low;Low;No;No;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;community
-0.252493183220168;1.0966490933393394;Yes;No;No;Yes;True;True;Long;Medium;No;Yes;Medium;Yes;Yes;No;Yes;0.6507938291863145;No;No;Yes;Yes;No;Low;Low;Yes;Yes;No;Low;No;-0.4647961339469506;0.6989422844009014;Yes;True;True;False;False;community
-0.252493183220168;-0.004045527302330114;No;Yes;No;Yes;True;False;Long;Medium;No;No;Short;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;No;False;False;False;False;web development
-0.252493183220168;-0.004045527302330114;Yes;No;No;Yes;True;False;Long;Short;No;No;Long;Yes;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;community
-0.252493183220168;-1.6550874582648343;No;No;No;Yes;False;False;Short;Short;Yes;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;No;False;False;False;False;creativity
-0.252493183220168;-0.5543928376231648;No;No;No;Yes;False;True;Short;Short;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;No;Yes;No;Low;Low;No;Yes;No;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;community
1.1330326542369504;1.646996403660174;Yes;Yes;Yes;No;False;False;Long;Medium;No;No;Medium;No;Yes;No;Yes;0.6507938291863145;No;No;Yes;Yes;Yes;High;High;Yes;Yes;Yes;Low;Yes;0.9244827396122185;3.1134081186043447;No;True;True;True;True;community
-0.252493183220168;1.646996403660174;Yes;No;No;Yes;True;False;Long;Short;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;community
-0.252493183220168;1.0966490933393394;Yes;Yes;No;Yes;True;False;Long;Short;No;Yes;Medium;Yes;No;No;No;-0.46933160820151737;No;No;Yes;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;1.8426366269183219;Yes;True;True;False;False;community
-0.252493183220168;-0.004045527302330114;Yes;No;No;Yes;False;False;Medium;Medium;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;community
-0.252493183220168;-0.004045527302330114;No;No;No;Yes;False;False;Medium;Short;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;No;No;Yes;Low;Low;Yes;No;Yes;Low;Yes;2.634197561255301;-0.44475205811651886;Yes;True;False;False;False;community
-0.252493183220168;-1.6550874582648343;No;No;No;Yes;False;False;Short;Short;Yes;No;Medium;No;No;No;No;-0.46933160820151737;No;No;No;No;No;Low;Low;No;No;No;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;creativity
-0.252493183220168;-1.1047401479439996;Yes;Yes;No;Yes;True;False;Medium;Short;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;No;No;Yes;Low;Low;Yes;No;Yes;Low;No;-0.4647961339469506;-0.19059775977931434;Yes;True;False;False;False;web development
-0.252493183220168;-1.1047401479439996;No;Yes;No;Yes;False;False;Short;Medium;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;web development
-0.252493183220168;-0.5543928376231648;No;Yes;No;Yes;True;False;Medium;Short;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;community
-0.252493183220168;-0.5543928376231648;No;Yes;No;Yes;False;False;Short;Short;No;No;Long;No;No;No;Yes;1.7709192665741462;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;Yes;2.634197561255301;-0.44475205811651886;Yes;True;False;False;False;creativity
-0.252493183220168;3.298038334622678;Yes;No;No;No;True;False;Medium;Medium;No;No;Long;No;Yes;No;No;-0.46933160820151737;No;No;Yes;No;No;Low;Low;Yes;No;No;Low;No;-0.4647961339469506;-0.3176749089479166;Yes;True;False;False;False;community
-0.252493183220168;0.5463017830185046;Yes;Yes;No;Yes;True;False;Long;Medium;No;Yes;Medium;No;No;No;No;-0.46933160820151737;No;No;No;No;No;Low;Low;Yes;No;No;Low;No;-0.4647961339469506;-0.19059775977931434;Yes;True;False;False;False;community
-0.252493183220168;1.0966490933393394;No;Yes;No;Yes;False;True;Long;Short;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;No;No;Low;Low;No;No;No;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;community
-0.252493183220168;-0.004045527302330114;No;Yes;No;Yes;True;False;Short;Medium;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.3176749089479166;Yes;True;False;False;False;creativity
-0.252493183220168;-0.004045527302330114;Yes;No;No;No;True;True;Long;Short;No;Yes;Long;No;Yes;No;Yes;0.6507938291863145;No;No;No;Yes;Yes;Low;Medium;Yes;Yes;Yes;Low;No;-0.4647961339469506;5.65495110197639;Yes;True;True;False;False;community
-0.252493183220168;-1.1047401479439996;No;No;No;Yes;True;False;Long;Short;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;creativity
-0.252493183220168;-0.004045527302330114;Yes;Yes;Yes;No;False;True;Medium;Medium;No;No;Long;No;Yes;No;No;-0.46933160820151737;No;No;No;Yes;No;Low;Low;Yes;Yes;No;Low;No;-0.4647961339469506;-0.3176749089479166;Yes;True;True;False;False;community
2.518558491694069;1.646996403660174;Yes;No;No;No;True;True;Long;Medium;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;No;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.06352061061071207;No;False;False;True;False;creativity
-0.252493183220168;1.0966490933393394;Yes;Yes;Yes;No;True;False;Long;Medium;No;No;Medium;No;Yes;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;0.3177108368950947;Yes;True;False;False;False;community
-0.252493183220168;0.5463017830185046;Yes;Yes;Yes;No;True;False;Medium;Medium;No;No;Long;Yes;Yes;No;Yes;0.6507938291863145;No;No;Yes;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;Yes;0.3802994467347033;0.8260194335695038;Yes;True;True;False;False;web development
1.1330326542369504;-0.004045527302330114;Yes;Yes;Yes;No;False;True;Long;Short;No;No;Long;No;Yes;No;Yes;0.6507938291863145;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;Yes;2.634197561255301;-0.44475205811651886;Yes;True;False;False;False;web development
2.518558491694069;-0.5543928376231648;Yes;Yes;Yes;No;True;False;Medium;Medium;No;No;Long;No;No;Yes;No;-0.46933160820151737;Yes;No;No;Yes;Yes;Medium;Medium;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.44475205811651886;No;False;False;True;False;creativity
-0.252493183220168;1.646996403660174;No;Yes;Yes;No;False;False;Short;Short;Yes;No;Short;No;No;No;No;-0.46933160820151737;No;No;No;Yes;No;Low;Low;No;Yes;No;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;creativity
-0.252493183220168;-0.5543928376231648;No;Yes;Yes;No;False;False;Short;Medium;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;No;No;No;Low;Low;No;No;No;Low;No;-0.4647961339469506;-0.5718292072851211;No;False;False;False;False;creativity
-0.252493183220168;-0.004045527302330114;Yes;No;No;No;False;True;Medium;Medium;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;No;Yes;No;Low;Low;Yes;Yes;No;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;creativity
-0.252493183220168;-0.5543928376231648;Yes;Yes;Yes;No;False;False;Short;Medium;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;Yes;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;Yes;0.8463880984931219;2.732176671098538;Yes;True;True;False;False;community
-0.252493183220168;0.5463017830185046;Yes;Yes;Yes;No;False;False;Long;Short;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;No;No;Low;Low;No;No;No;Low;No;-0.4647961339469506;-0.19059775977931434;Yes;False;False;False;False;community
-0.252493183220168;-0.5543928376231648;No;Yes;Yes;No;True;False;Long;Short;No;Yes;Medium;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;web development
-0.252493183220168;1.0966490933393394;Yes;Yes;Yes;No;True;True;Long;Short;No;No;Long;No;No;No;Yes;0.6507938291863145;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;community
-0.252493183220168;-0.004045527302330114;Yes;No;No;No;True;False;Medium;Medium;No;No;Short;No;No;No;Yes;1.7709192665741462;No;No;Yes;No;No;Low;Low;Yes;No;Yes;Low;No;-0.4647961339469506;2.0967909252555263;No;False;False;True;True;community
